"flowObject","activityType"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other services (93)","Other service activities (93)"
"Other transport equipment (35)","Manufacture of other transport equipment (35)"
"Other transport equipment (35)","Manufacture of other transport equipment (35)"
"Other transport equipment (35)","Manufacture of other transport equipment (35)"
"Other waste for treatment: waste water treatment","Waste water treatment, other"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper and paper products","Paper"
"Paper for treatment: landfill","Landfill of waste: Paper"
"Paper for treatment: landfill","Landfill of waste: Paper"
"Paper waste for treatment: incineration","Incineration of waste: Paper"
"Paper waste for treatment: incineration","Incineration of waste: Paper"
"Paper waste for treatment: biogasification and land application","Biogasification of paper, incl. land application"
"Paper waste for treatment: biogasification and land application","Biogasification of paper, incl. land application"
"Pigs","Pigs farming"
"Pigs","Pigs farming"
"Pigs","Pigs farming"
"Pigs","Pigs farming"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: incineration","Incineration of waste: Plastic"
"Plastic waste for treatment: landfill","Landfill of waste: Plastic"
"Plastic waste for treatment: landfill","Landfill of waste: Plastic"
"Plastic waste for treatment: landfill","Landfill of waste: Plastic"
"Plastic waste for treatment: landfill","Landfill of waste: Plastic"
"Plastic waste for treatment: landfill","Landfill of waste: Plastic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Plastics; basic","Plastics, basic"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Post and telecommunication services (64)","Post and telecommunications (64)"
"Poultry","Poultry farming"
"Precious metal ores and concentrates","Mining of precious metal ores and concentrates"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Printed matter and recorded media (22)","Publishing, printing and reproduction of recorded media (22)"
"Private households with employed persons (95)","Private households with employed persons (95)"
"Products of forestry; logging and related services (02)","Forestry, logging and related service activities (02)"
"Products of meat cattle","Processing of meat cattle"
"Products of meat pigs","Processing of meat pigs"
"Products of meat poultry","Processing of meat poultry"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Public administration and defence services; compulsory social security services (75)","Public administration and defence; compulsory social security (75)"
"Pulp","Pulp"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Radio; television and communication equipment and apparatus (32)","Manufacture of radio, television and communication equipment and apparatus (32)"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Railway transportation services","Transport via railways"
"Raw milk","Raw milk"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Real estate services (70)","Real estate activities (70)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
"Recreational; cultural and sporting services (92)","Recreational, cultural and sporting activities (92)"
