"flowObject","activityType"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food products nec","Processing of Food products nec"
"Food waste for treatment: incineration","Incineration of waste: Food"
"Food waste for treatment: landfill","Landfill of waste: Food"
"Food waste for treatment: waste water treatment","Waste water treatment, food"
"Food waste for treatment: composting and land application","Composting of food waste, incl. land application"
"Food waste for treatment: biogasification and land application","Biogasification of food waste, incl. land application"
"Foundry work services","Casting of metals"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Furniture; other manufactured goods n.e.c. (36)","Manufacture of furniture; manufacturing n.e.c. (36)"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Glass and glass products","Manufacture of glass and glass products"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Health and social work services (85)","Health and social work (85)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Hotel and restaurant services (55)","Hotels and restaurants (55)"
"Inert/metal/hazardous waste for treatment: landfill","Landfill of waste: Inert/metal/hazardous"
"Inert/metal/hazardous waste for treatment: landfill","Landfill of waste: Inert/metal/hazardous"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Inland water transportation services","Inland water transport"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Insurance and pension funding services; except compulsory social security services (66)","Insurance and pension funding, except compulsory social security (66)"
"Intert/metal waste for treatment: incineration","Incineration of waste: Metals and Inert materials"
"Intert/metal waste for treatment: incineration","Incineration of waste: Metals and Inert materials"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Lead; zinc and tin and products thereof","Lead, zinc and tin production"
"Leather and leather products (19)","Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Machinery and equipment n.e.c. (29)","Manufacture of machinery and equipment n.e.c. (29)"
"Manure (conventional treatment)","Manure treatment (conventional), storage and land application"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat animals nec","Meat animals nec"
"Meat products nec","Production of meat products nec"
"Medical; precision and optical instruments; watches and clocks (33)","Manufacture of medical, precision and optical instruments, watches and clocks (33)"
"Medical; precision and optical instruments; watches and clocks (33)","Manufacture of medical, precision and optical instruments, watches and clocks (33)"
